Actual Traffic Volume,Predicted Traffic Volume,Actual Congestion Level,Predicted Congestion Level,Recommendation
2776.0,2366.8625,Medium,Medium,Expect moderate delays and allow extra travel time.
1115.0,1241.427,Low,Low,Traffic conditions are favorable.
635.0,675.75275,Low,Low,Traffic conditions are favorable.
399.0,452.32898,Low,Low,Traffic conditions are favorable.
297.0,360.9136,Low,Low,Traffic conditions are favorable.
355.0,389.50412,Low,Low,Traffic conditions are favorable.
952.0,862.2557,Low,Low,Traffic conditions are favorable.
5970.0,5635.704,High,High,Avoid peak hours or consider an alternative route.
5972.0,6194.6235,High,High,Avoid peak hours or consider an alternative route.
5645.0,5744.2993,High,High,Avoid peak hours or consider an alternative route.
5046.0,5094.2593,High,High,Avoid peak hours or consider an alternative route.
4592.0,4613.841,High,Medium,Expect moderate delays and allow extra travel time.
4778.0,4752.5225,High,High,Avoid peak hours or consider an alternative route.
5256.0,4892.2847,High,High,Avoid peak hours or consider an alternative route.
5340.0,5167.4263,High,High,Avoid peak hours or consider an alternative route.
6102.0,5675.655,High,High,Avoid peak hours or consider an alternative route.
7037.0,6396.4546,High,High,Avoid peak hours or consider an alternative route.
6431.0,5909.852,High,High,Avoid peak hours or consider an alternative route.
4582.0,4644.3433,High,High,Avoid peak hours or consider an alternative route.
3510.0,3457.5286,Medium,Medium,Expect moderate delays and allow extra travel time.
3012.0,3103.0288,Medium,Medium,Expect moderate delays and allow extra travel time.
2754.0,2790.0303,Medium,Medium,Expect moderate delays and allow extra travel time.
2212.0,2136.662,Medium,Low,Traffic conditions are favorable.
1227.0,1327.1594,Low,Low,Traffic conditions are favorable.
663.0,705.7437,Low,Low,Traffic conditions are favorable.
415.0,475.11334,Low,Low,Traffic conditions are favorable.
318.0,400.11932,Low,Low,Traffic conditions are favorable.
362.0,416.36365,Low,Low,Traffic conditions are favorable.
934.0,875.7185,Low,Low,Traffic conditions are favorable.
2980.0,2941.3909,Medium,Medium,Expect moderate delays and allow extra travel time.
5195.0,5590.7446,High,High,Avoid peak hours or consider an alternative route.
5195.0,5573.9917,High,High,Avoid peak hours or consider an alternative route.
6083.0,6077.059,High,High,Avoid peak hours or consider an alternative route.
6083.0,6158.958,High,High,Avoid peak hours or consider an alternative route.
6083.0,6133.4326,High,High,Avoid peak hours or consider an alternative route.
5301.0,5741.5317,High,High,Avoid peak hours or consider an alternative route.
5301.0,5778.36,High,High,Avoid peak hours or consider an alternative route.
5324.0,5093.613,High,High,Avoid peak hours or consider an alternative route.
4621.0,4619.763,High,High,Avoid peak hours or consider an alternative route.
4915.0,4765.317,High,High,Avoid peak hours or consider an alternative route.
5098.0,4920.5483,High,High,Avoid peak hours or consider an alternative route.
4799.0,4928.561,High,High,Avoid peak hours or consider an alternative route.
5226.0,5220.821,High,High,Avoid peak hours or consider an alternative route.
6264.0,5730.2373,High,High,Avoid peak hours or consider an alternative route.
6925.0,6403.2036,High,High,Avoid peak hours or consider an alternative route.
6637.0,5903.3877,High,High,Avoid peak hours or consider an alternative route.
5055.0,4696.826,High,High,Avoid peak hours or consider an alternative route.
3648.0,3559.0042,Medium,Medium,Expect moderate delays and allow extra travel time.
3157.0,3132.5652,Medium,Medium,Expect moderate delays and allow extra travel time.
2723.0,2869.4211,Medium,Medium,Expect moderate delays and allow extra travel time.
2224.0,2187.427,Medium,Medium,Expect moderate delays and allow extra travel time.
1303.0,1439.8507,Low,Low,Traffic conditions are favorable.
685.0,756.8352,Low,Low,Traffic conditions are favorable.
439.0,485.75677,Low,Low,Traffic conditions are favorable.
328.0,418.8835,Low,Low,Traffic conditions are favorable.
380.0,430.56863,Low,Low,Traffic conditions are favorable.
977.0,908.3885,Low,Low,Traffic conditions are favorable.
3018.0,2974.118,Medium,Medium,Expect moderate delays and allow extra travel time.
5885.0,5652.62,High,High,Avoid peak hours or consider an alternative route.
6097.0,6189.4966,High,High,Avoid peak hours or consider an alternative route.
5871.0,5760.817,High,High,Avoid peak hours or consider an alternative route.
5136.0,5124.7207,High,High,Avoid peak hours or consider an alternative route.
4691.0,4721.521,High,High,Avoid peak hours or consider an alternative route.
5168.0,4847.4014,High,High,Avoid peak hours or consider an alternative route.
5220.0,5039.165,High,High,Avoid peak hours or consider an alternative route.
5094.0,5032.4805,High,High,Avoid peak hours or consider an alternative route.
5399.0,5331.425,High,High,Avoid peak hours or consider an alternative route.
6202.0,5839.5537,High,High,Avoid peak hours or consider an alternative route.
6858.0,6441.057,High,High,Avoid peak hours or consider an alternative route.
4858.0,4729.77,High,High,Avoid peak hours or consider an alternative route.
4858.0,4758.379,High,High,Avoid peak hours or consider an alternative route.
3715.0,3677.1262,Medium,Medium,Expect moderate delays and allow extra travel time.
3222.0,3132.7178,Medium,Medium,Expect moderate delays and allow extra travel time.
2912.0,3063.92,Medium,Medium,Expect moderate delays and allow extra travel time.
2215.0,2634.3625,Medium,Medium,Expect moderate delays and allow extra travel time.
1398.0,1651.4866,Low,Low,Traffic conditions are favorable.
800.0,816.3504,Low,Low,Traffic conditions are favorable.
480.0,515.17596,Low,Low,Traffic conditions are favorable.
480.0,504.3824,Low,Low,Traffic conditions are favorable.
354.0,414.34195,Low,Low,Traffic conditions are favorable.
364.0,416.472,Low,Low,Traffic conditions are favorable.
884.0,851.6544,Low,Low,Traffic conditions are favorable.
2793.0,2713.2617,Medium,Medium,Expect moderate delays and allow extra travel time.
5554.0,5403.3877,High,High,Avoid peak hours or consider an alternative route.
5554.0,5433.399,High,High,Avoid peak hours or consider an alternative route.
6584.0,6032.344,High,High,Avoid peak hours or consider an alternative route.
6584.0,6032.344,High,High,Avoid peak hours or consider an alternative route.
6584.0,6062.498,High,High,Avoid peak hours or consider an alternative route.
5442.0,5608.8516,High,High,Avoid peak hours or consider an alternative route.
5011.0,4974.599,High,High,Avoid peak hours or consider an alternative route.
5011.0,4988.3823,High,High,Avoid peak hours or consider an alternative route.
4681.0,4735.6475,High,High,Avoid peak hours or consider an alternative route.
4996.0,4876.451,High,High,Avoid peak hours or consider an alternative route.
5415.0,5058.8623,High,High,Avoid peak hours or consider an alternative route.
5936.0,5376.6636,High,High,Avoid peak hours or consider an alternative route.
6290.0,5798.5566,High,High,Avoid peak hours or consider an alternative route.
6727.0,6035.0396,High,High,Avoid peak hours or consider an alternative route.
5865.0,5820.6323,High,High,Avoid peak hours or consider an alternative route.
4959.0,4743.225,High,High,Avoid peak hours or consider an alternative route.
3792.0,3652.872,Medium,Medium,Expect moderate delays and allow extra travel time.
3251.0,3240.5908,Medium,Medium,Expect moderate delays and allow extra travel time.
3050.0,3164.5493,Medium,Medium,Expect moderate delays and allow extra travel time.
3360.0,2902.8967,Medium,Medium,Expect moderate delays and allow extra travel time.
2903.0,2213.499,Medium,Low,Traffic conditions are favorable.
1511.0,1480.2216,Low,Low,Traffic conditions are favorable.
1110.0,840.9038,Low,Low,Traffic conditions are favorable.
866.0,602.09406,Low,Low,Traffic conditions are favorable.
614.0,569.4288,Low,Low,Traffic conditions are favorable.
517.0,469.49936,Low,Low,Traffic conditions are favorable.
795.0,835.683,Low,Low,Traffic conditions are favorable.
1398.0,1556.8395,Low,Low,Traffic conditions are favorable.
2172.0,2069.3762,Low,Low,Traffic conditions are favorable.
2686.0,2827.1797,Medium,Medium,Expect moderate delays and allow extra travel time.
3367.0,3484.8813,Medium,Medium,Expect moderate delays and allow extra travel time.
3684.0,3975.7463,Medium,Medium,Expect moderate delays and allow extra travel time.
3684.0,3790.4895,Medium,Medium,Expect moderate delays and allow extra travel time.
3684.0,3962.9492,Medium,Medium,Expect moderate delays and allow extra travel time.
4085.0,4327.8965,Medium,Medium,Expect moderate delays and allow extra travel time.
4085.0,4250.93,Medium,Medium,Expect moderate delays and allow extra travel time.
4085.0,4347.86,Medium,Medium,Expect moderate delays and allow extra travel time.
4085.0,4322.985,Medium,Medium,Expect moderate delays and allow extra travel time.
4257.0,4656.4077,Medium,High,Avoid peak hours or consider an alternative route.
4257.0,4626.1206,Medium,High,Avoid peak hours or consider an alternative route.
4257.0,4681.966,Medium,High,Avoid peak hours or consider an alternative route.
4257.0,4681.966,Medium,High,Avoid peak hours or consider an alternative route.
4186.0,4647.9033,Medium,High,Avoid peak hours or consider an alternative route.
4186.0,4660.701,Medium,High,Avoid peak hours or consider an alternative route.
4186.0,4647.9033,Medium,High,Avoid peak hours or consider an alternative route.
4196.0,4651.057,Medium,High,Avoid peak hours or consider an alternative route.
4196.0,4669.752,Medium,High,Avoid peak hours or consider an alternative route.
4196.0,4614.8257,Medium,High,Avoid peak hours or consider an alternative route.
3957.0,4604.247,Medium,High,Avoid peak hours or consider an alternative route.
3957.0,4623.994,Medium,High,Avoid peak hours or consider an alternative route.
3957.0,4565.7227,Medium,High,Avoid peak hours or consider an alternative route.
3940.0,4630.832,Medium,High,Avoid peak hours or consider an alternative route.
3940.0,4586.4883,Medium,High,Avoid peak hours or consider an alternative route.
3940.0,4630.832,Medium,High,Avoid peak hours or consider an alternative route.
3589.0,4496.5513,Medium,Medium,Expect moderate delays and allow extra travel time.
3589.0,4518.753,Medium,Medium,Expect moderate delays and allow extra travel time.
3571.0,4202.6074,Medium,Medium,Expect moderate delays and allow extra travel time.
3571.0,4189.5986,Medium,Medium,Expect moderate delays and allow extra travel time.
3571.0,4198.573,Medium,Medium,Expect moderate delays and allow extra travel time.
3128.0,3602.5044,Medium,Medium,Expect moderate delays and allow extra travel time.
2782.0,3224.1182,Medium,Medium,Expect moderate delays and allow extra travel time.
2835.0,3156.6926,Medium,Medium,Expect moderate delays and allow extra travel time.
2863.0,2878.5356,Medium,Medium,Expect moderate delays and allow extra travel time.
1928.0,2405.3296,Low,Medium,Expect moderate delays and allow extra travel time.
1226.0,1586.1174,Low,Low,Traffic conditions are favorable.
777.0,914.81067,Low,Low,Traffic conditions are favorable.
570.0,639.69275,Low,Low,Traffic conditions are favorable.
350.0,531.76025,Low,Low,Traffic conditions are favorable.
293.0,377.93842,Low,Low,Traffic conditions are favorable.
427.0,580.26324,Low,Low,Traffic conditions are favorable.
808.0,1004.6865,Low,Low,Traffic conditions are favorable.
1012.0,1464.8346,Low,Low,Traffic conditions are favorable.
1617.0,2154.225,Low,Low,Traffic conditions are favorable.
2417.0,2947.433,Medium,Medium,Expect moderate delays and allow extra travel time.
3075.0,3607.7258,Medium,Medium,Expect moderate delays and allow extra travel time.
3656.0,4007.6707,Medium,Medium,Expect moderate delays and allow extra travel time.
3993.0,4384.2383,Medium,Medium,Expect moderate delays and allow extra travel time.
3888.0,4385.2603,Medium,Medium,Expect moderate delays and allow extra travel time.
4125.0,4387.392,Medium,Medium,Expect moderate delays and allow extra travel time.
4062.0,4378.76,Medium,Medium,Expect moderate delays and allow extra travel time.
3901.0,4316.1855,Medium,Medium,Expect moderate delays and allow extra travel time.
3584.0,4195.5522,Medium,Medium,Expect moderate delays and allow extra travel time.
3477.0,3969.363,Medium,Medium,Expect moderate delays and allow extra travel time.
3010.0,3430.6045,Medium,Medium,Expect moderate delays and allow extra travel time.
2979.0,3008.8462,Medium,Medium,Expect moderate delays and allow extra travel time.
2353.0,2686.6904,Medium,Medium,Expect moderate delays and allow extra travel time.
1834.0,2121.7544,Low,Low,Traffic conditions are favorable.
642.0,635.3194,Low,Low,Traffic conditions are favorable.
396.0,392.441,Low,Low,Traffic conditions are favorable.
291.0,350.45087,Low,Low,Traffic conditions are favorable.
310.0,357.3509,Low,Low,Traffic conditions are favorable.
873.0,822.6756,Low,Low,Traffic conditions are favorable.
2947.0,2681.1008,Medium,Medium,Expect moderate delays and allow extra travel time.
5476.0,5301.79,High,High,Avoid peak hours or consider an alternative route.
6336.0,5714.078,High,High,Avoid peak hours or consider an alternative route.
5676.0,5261.3877,High,High,Avoid peak hours or consider an alternative route.
4588.0,4700.33,High,High,Avoid peak hours or consider an alternative route.
4270.0,4247.822,Medium,Medium,Expect moderate delays and allow extra travel time.
4435.0,4470.8496,Medium,Medium,Expect moderate delays and allow extra travel time.
4763.0,4575.5244,High,High,Avoid peak hours or consider an alternative route.
4763.0,4588.544,High,High,Avoid peak hours or consider an alternative route.
4658.0,4607.249,High,High,Avoid peak hours or consider an alternative route.
5691.0,5380.413,High,High,Avoid peak hours or consider an alternative route.
6556.0,6056.691,High,High,Avoid peak hours or consider an alternative route.
